parent_id,student_id,parent_name,gender,email,familyincomerange,numberofchildren,occupation,houseownership,educationlevel,maritalstatus,location,age,workhoursperweek,employmentstatus,transportationmode,internetaccess,qualification,phone_number
parent#262,OGB/2024/261,Chinonso Onyekachi,Female,chinonsoonyekachi@gmail.com,"#70, 001 - #120,000",3,Unemployed,Rent,Master's Degree,Widowed,Urban,35-44,2,Part-time,Trekking,True,Diploma,2349996130630
parent#263,OGB/2024/262,Ifeanyichukwu Obi,Female,ifeanyichukwuobi@gmail.com,"#30,001 - #70,000",0,Unemployed,Rent,Associate Degree,Divorced,Urban,older,9,Full-time,Trekking,True,Masters,2347871325709
parent#264,OGB/2024/263,Ololade Obi,Male,ololadeobi@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,High School,Divorced,Suburban,older,57,Freelance,Bus,True,Diploma,2347555028111
parent#265,OGB/2024/264,Tobi Uba,Female,tobiuba@gmail.com,"#70, 001 - #120,000",2,Self Employed,Owned,PhD,Married,Urban,35-44,6,Freelance,Car,True,Masters,2344381741645
parent#266,OGB/2024/265,Olufemi Ogundipe,Male,olufemiogundipe@gmail.com,"#120, 001 - #200,000",more than 5,Employed,Rent,Master's Degree,Single,Suburban,25-34,43,Part-time,Bike,True,Masters,2343338085359
parent#267,OGB/2024/266,Ayo Ajayi,Male,ayoajayi@gmail.com,"<#30,000",4,Unemployed,Owned,Associate Degree,Single,Suburban,older,14,Full-time,Bus,False,PhD,2341853061625
parent#268,OGB/2024/267,Ngozi Hassan,Male,ngozihassan@gmail.com,">#200,001",0,Employed,Rent,PhD,Divorced,Rural,55-64,0,Freelance,Bike,True,Bachelors,2343548280128
parent#269,OGB/2024/268,Tunde Abubakar,Male,tundeabubakar@gmail.com,">#200,001",0,Self Employed,Rent,PhD,Married,Suburban,older,24,Freelance,Bus,True,PhD,2346145328533
parent#270,OGB/2024/269,Chidera Adeola,Male,chideraadeola@gmail.com,"#70, 001 - #120,000",3,Self Employed,Rent,Associate Degree,Single,Suburban,45-54,0,Full-time,Bus,False,PhD,2341931072706
parent#271,OGB/2024/270,Ngozi Dada,Male,ngozidada@gmail.com,"#30,001 - #70,000",2,Self Employed,Owned,Master's Degree,Divorced,Rural,25-34,36,Part-time,Bus,False,None,2341969449751
parent#272,OGB/2024/271,Yemi Ojo,Male,yemiojo@gmail.com,"#30,001 - #70,000",0,Self Employed,Owned,Bachelor's Degree,Divorced,Suburban,older,3,Freelance,Trekking,True,None,2349084772460
parent#273,OGB/2024/272,Sadiq Uba,Female,sadiquba@gmail.com,"#120, 001 - #200,000",3,Unemployed,Owned,Bachelor's Degree,Divorced,Urban,35-44,52,Part-time,Car,True,Bachelors,2344671396162
parent#274,OGB/2024/273,Ifeanyichukwu Abubakar,Female,ifeanyichukwuabubakar@gmail.com,"#120, 001 - #200,000",2,Unemployed,Rent,Associate Degree,Divorced,Urban,45-54,24,Freelance,Trekking,True,Bachelors,2344106811051
parent#275,OGB/2024/274,Duru Nwankwo,Female,durunwankwo@gmail.com,"#120, 001 - #200,000",5,Unemployed,Owned,Bachelor's Degree,Single,Suburban,older,49,Freelance,Car,True,Masters,2345106893220
parent#276,OGB/2024/275,Adebisi Akanbi,Female,adebisiakanbi@gmail.com,"#120, 001 - #200,000",more than 5,Unemployed,Owned,PhD,Divorced,Urban,35-44,36,Freelance,Car,True,Bachelors,2347463438053
parent#277,OGB/2024/276,Duru Obinna,Female,duruobinna@gmail.com,">#200,001",0,Unemployed,Rent,PhD,Widowed,Suburban,55-64,7,Freelance,Car,False,Bachelors,2342672205455
parent#278,OGB/2024/277,Kanyinsola Idowu,Male,kanyinsolaidowu@gmail.com,"#70, 001 - #120,000",0,Employed,Owned,Bachelor's Degree,Widowed,Urban,45-54,54,Full-time,Car,True,Masters,2344830354490
parent#279,OGB/2024/278,Doyin Ogunleye,Female,doyinogunleye@gmail.com,"#70, 001 - #120,000",2,Employed,Rent,High School,Divorced,Rural,older,14,Freelance,Bike,False,Bachelors,2341793833723
parent#280,OGB/2024/279,Bola Eze,Male,bolaeze@gmail.com,">#200,001",1,Self Employed,Owned,PhD,Single,Urban,25-34,48,Part-time,Bus,True,PhD,2344523371522
parent#281,OGB/2024/280,Temitope Obinna,Female,temitopeobinna@gmail.com,"<#30,000",2,Employed,Owned,Associate Degree,Single,Suburban,55-64,40,Freelance,Bus,True,Masters,2349716199001
parent#282,OGB/2024/281,Olamide Ibrahim,Male,olamideibrahim@gmail.com,">#200,001",2,Employed,Owned,Bachelor's Degree,Single,Urban,older,2,Part-time,Bike,False,Bachelors,2345753436964
parent#283,OGB/2024/282,Chinyere Nwodo,Female,chinyerenwodo@gmail.com,"#120, 001 - #200,000",more than 5,Employed,Owned,Associate Degree,Divorced,Rural,55-64,36,Part-time,Trekking,True,Diploma,2348639170637
parent#284,OGB/2024/283,Chinyere Okeke,Male,chinyereokeke@gmail.com,"#120, 001 - #200,000",more than 5,Unemployed,Owned,Master's Degree,Widowed,Suburban,55-64,34,Part-time,Car,True,PhD,2344969952018
parent#285,OGB/2024/284,Bimbo Akinyemi,Male,bimboakinyemi@gmail.com,"#30,001 - #70,000",4,Employed,Owned,Bachelor's Degree,Divorced,Rural,older,4,Freelance,Bike,True,Bachelors,2346915420346
parent#286,OGB/2024/285,Chinonso Ogunbiyi,Female,chinonsoogunbiyi@gmail.com,">#200,001",5,Self Employed,Owned,High School,Single,Rural,55-64,1,Part-time,Bike,False,None,2348313636100
parent#287,OGB/2024/286,Obiageli Ezeani,Male,obiageliezeani@gmail.com,"#70, 001 - #120,000",more than 5,Unemployed,Rent,High School,Married,Rural,25-34,41,Part-time,Trekking,True,None,2346212809380
parent#288,OGB/2024/287,Kehinde Okeke,Male,kehindeokeke@gmail.com,"#70, 001 - #120,000",4,Self Employed,Rent,PhD,Single,Urban,35-44,52,Part-time,Trekking,True,Diploma,2348696935879
parent#289,OGB/2024/288,Ololade Nwosu,Female,ololadenwosu@gmail.com,"<#30,000",1,Self Employed,Rent,Associate Degree,Divorced,Urban,25-34,58,Part-time,Bus,True,None,2341248872076
parent#290,OGB/2024/289,Opeyemi Tajudeen,Male,opeyemitajudeen@gmail.com,"#120, 001 - #200,000",0,Employed,Owned,Master's Degree,Single,Urban,older,30,Part-time,Bike,False,Bachelors,2342231951978
parent#291,OGB/2024/290,Zainab Chukwuma,Male,zainabchukwuma@gmail.com,"#30,001 - #70,000",5,Unemployed,Owned,Associate Degree,Married,Urban,55-64,59,Part-time,Trekking,False,Diploma,2347610939632
parent#292,OGB/2024/291,Temitope Fadeyi,Female,temitopefadeyi@gmail.com,"<#30,000",2,Self Employed,Owned,Master's Degree,Divorced,Suburban,older,36,Freelance,Car,False,None,2341969992961
parent#293,OGB/2024/292,Sadiq Olowu,Female,sadiqolowu@gmail.com,">#200,001",1,Employed,Owned,PhD,Divorced,Urban,25-34,41,Freelance,Bus,True,PhD,2347345156560
parent#294,OGB/2024/293,Nkechi Obinna,Female,nkechiobinna@gmail.com,"#70, 001 - #120,000",5,Self Employed,Rent,Bachelor's Degree,Widowed,Urban,45-54,24,Full-time,Trekking,False,Bachelors,2344599462782
parent#295,OGB/2024/294,Temiloluwa Tajudeen,Female,temiloluwatajudeen@gmail.com,">#200,001",1,Employed,Owned,Bachelor's Degree,Widowed,Suburban,55-64,18,Full-time,Bus,True,PhD,2343519243506
parent#296,OGB/2024/295,Chinedu Adebayo,Female,chineduadebayo@gmail.com,"#120, 001 - #200,000",3,Unemployed,Rent,PhD,Single,Urban,35-44,43,Freelance,Bus,True,Bachelors,2342749250097
parent#297,OGB/2024/296,Temitope Kalu,Male,temitopekalu@gmail.com,"#70, 001 - #120,000",4,Unemployed,Rent,Master's Degree,Divorced,Urban,25-34,39,Full-time,Car,True,PhD,2344105064001
parent#298,OGB/2024/297,Kelechi Nwosu,Male,kelechinwosu@gmail.com,">#200,001",0,Self Employed,Owned,PhD,Single,Suburban,45-54,24,Full-time,Car,True,Masters,2345044141808
parent#299,OGB/2024/298,Oluwaseun Nduka,Female,oluwaseunnduka@gmail.com,">#200,001",2,Unemployed,Owned,High School,Divorced,Suburban,25-34,28,Freelance,Trekking,True,Diploma,2343172620347
parent#300,OGB/2024/299,Obiageli Aiyegbusi,Female,obiageliaiyegbusi@gmail.com,"#70, 001 - #120,000",1,Employed,Rent,Bachelor's Degree,Divorced,Suburban,45-54,58,Part-time,Bus,True,Masters,2341315686781
parent#301,OGB/2024/300,Ada Akinyemi,Male,adaakinyemi@gmail.com,"#120, 001 - #200,000",0,Self Employed,Owned,High School,Widowed,Rural,older,47,Part-time,Car,False,None,2347233251393
parent#302,OGB/2024/301,Bimbo Akinyemi,Female,bimboakinyemi@gmail.com,"<#30,000",3,Self Employed,Owned,Bachelor's Degree,Widowed,Suburban,45-54,15,Part-time,Bike,True,PhD,2346734602842
parent#303,OGB/2024/302,Doyin Nduka,Male,doyinnduka@gmail.com,"<#30,000",2,Unemployed,Rent,High School,Single,Urban,25-34,43,Part-time,Bus,True,Bachelors,2342796451594
parent#304,OGB/2024/303,Bukola Ezeani,Male,bukolaezeani@gmail.com,"#30,001 - #70,000",1,Self Employed,Owned,Associate Degree,Widowed,Rural,older,31,Part-time,Trekking,False,None,2345691069540
parent#305,OGB/2024/304,Amina Kalu,Male,aminakalu@gmail.com,"#70, 001 - #120,000",more than 5,Self Employed,Owned,Master's Degree,Single,Rural,55-64,39,Part-time,Bike,False,Bachelors,2345010545458
parent#306,OGB/2024/305,Doyin Balogun,Female,doyinbalogun@gmail.com,"#120, 001 - #200,000",5,Unemployed,Owned,Master's Degree,Widowed,Urban,55-64,16,Part-time,Bus,False,Bachelors,2342262498713
parent#307,OGB/2024/306,Tobi Nduka,Female,tobinduka@gmail.com,"#30,001 - #70,000",5,Unemployed,Rent,Bachelor's Degree,Widowed,Suburban,35-44,22,Part-time,Car,False,Masters,2344208964711
parent#308,OGB/2024/307,Obinna Nwankwo,Male,obinnanwankwo@gmail.com,"#70, 001 - #120,000",3,Unemployed,Rent,Bachelor's Degree,Married,Suburban,55-64,40,Part-time,Bus,False,Masters,2348857999487
parent#309,OGB/2024/308,Fisayo Akinyemi,Male,fisayoakinyemi@gmail.com,"#30,001 - #70,000",3,Unemployed,Owned,High School,Married,Suburban,35-44,29,Full-time,Car,False,PhD,2343707882231
parent#310,OGB/2024/309,Ololade Eze,Female,ololadeeze@gmail.com,"<#30,000",3,Employed,Owned,Associate Degree,Divorced,Suburban,55-64,30,Full-time,Car,False,Masters,2342449516299
parent#311,OGB/2024/310,Ada Johnson,Male,adajohnson@gmail.com,"#30,001 - #70,000",0,Unemployed,Rent,Bachelor's Degree,Single,Urban,45-54,58,Freelance,Car,False,None,2346993612051
parent#312,OGB/2024/311,Obinna Ojo,Male,obinnaojo@gmail.com,"#70, 001 - #120,000",2,Unemployed,Owned,Bachelor's Degree,Divorced,Suburban,older,57,Part-time,Bike,False,None,2349789042402
parent#313,OGB/2024/312,Chidera Nduka,Male,chideranduka@gmail.com,"#70, 001 - #120,000",2,Self Employed,Rent,Associate Degree,Single,Rural,45-54,9,Part-time,Car,False,Masters,2343979360096
parent#314,OGB/2024/313,Ijeoma Okeke,Male,ijeomaokeke@gmail.com,"#30,001 - #70,000",4,Employed,Owned,Master's Degree,Single,Rural,45-54,29,Full-time,Bus,True,Diploma,2345848100876
parent#315,OGB/2024/314,Ijeoma Obadiah,Male,ijeomaobadiah@gmail.com,"#70, 001 - #120,000",2,Employed,Owned,PhD,Single,Suburban,35-44,34,Full-time,Bus,False,PhD,2345253126856
parent#316,OGB/2024/315,Duru Awojobi,Female,duruawojobi@gmail.com,"<#30,000",1,Employed,Owned,Associate Degree,Divorced,Rural,older,56,Part-time,Car,True,Bachelors,2346167628255
parent#317,OGB/2024/316,Damilola Nwosu,Male,damilolanwosu@gmail.com,"<#30,000",4,Unemployed,Owned,High School,Married,Rural,older,23,Part-time,Car,True,PhD,2346972537466
parent#318,OGB/2024/317,Chinyere Fadeyi,Male,chinyerefadeyi@gmail.com,"#70, 001 - #120,000",3,Unemployed,Owned,Master's Degree,Single,Rural,55-64,14,Freelance,Bike,True,Diploma,2345412089004
parent#319,OGB/2024/318,Obinna Awojobi,Male,obinnaawojobi@gmail.com,"<#30,000",5,Employed,Owned,PhD,Divorced,Urban,35-44,9,Full-time,Trekking,True,Diploma,2342956910592
parent#320,OGB/2024/319,Bukola Obi,Male,bukolaobi@gmail.com,"#70, 001 - #120,000",2,Unemployed,Owned,Master's Degree,Widowed,Suburban,older,18,Part-time,Car,False,Bachelors,2344200443405
parent#321,OGB/2024/320,Ihuoma Adeyemi,Female,ihuomaadeyemi@gmail.com,"#30,001 - #70,000",more than 5,Unemployed,Owned,PhD,Widowed,Suburban,older,40,Part-time,Trekking,False,None,2346233864644
parent#322,OGB/2024/321,Kelechi Dada,Male,kelechidada@gmail.com,"#120, 001 - #200,000",4,Unemployed,Owned,PhD,Married,Rural,45-54,46,Full-time,Bike,True,Diploma,2349149673063
parent#323,OGB/2024/322,Kehinde Okafor,Male,kehindeokafor@gmail.com,">#200,001",1,Unemployed,Rent,Master's Degree,Single,Rural,25-34,11,Part-time,Trekking,False,Masters,2342528129357
parent#324,OGB/2024/323,Obiageli Uba,Female,obiageliuba@gmail.com,"#70, 001 - #120,000",5,Unemployed,Owned,Master's Degree,Single,Urban,older,24,Freelance,Car,False,Masters,2348805663591
parent#325,OGB/2024/324,Funke Ogundipe,Male,funkeogundipe@gmail.com,"#30,001 - #70,000",more than 5,Self Employed,Owned,Master's Degree,Divorced,Urban,25-34,16,Full-time,Bike,False,Masters,2346082681041
parent#326,OGB/2024/325,Bukola Nwosu,Male,bukolanwosu@gmail.com,">#200,001",1,Unemployed,Rent,Associate Degree,Married,Urban,45-54,56,Full-time,Bike,False,None,2343456899562
parent#327,OGB/2024/326,Yemi Balogun,Female,yemibalogun@gmail.com,"<#30,000",2,Self Employed,Owned,Bachelor's Degree,Widowed,Rural,older,10,Freelance,Trekking,False,Diploma,2348934658811
parent#328,OGB/2024/327,Bimbo Okeke,Male,bimbookeke@gmail.com,"#120, 001 - #200,000",1,Unemployed,Rent,Bachelor's Degree,Married,Urban,25-34,23,Full-time,Bike,True,None,2344875855229
parent#329,OGB/2024/328,Sadiq Onyekachi,Female,sadiqonyekachi@gmail.com,"#70, 001 - #120,000",3,Self Employed,Owned,PhD,Divorced,Urban,25-34,47,Full-time,Bus,False,Bachelors,2343667942069
parent#330,OGB/2024/329,Nneka Idowu,Male,nnekaidowu@gmail.com,">#200,001",4,Self Employed,Owned,Bachelor's Degree,Married,Urban,older,1,Full-time,Bike,False,Masters,2348865766768
parent#331,OGB/2024/330,Fola Awojobi,Female,folaawojobi@gmail.com,"#30,001 - #70,000",1,Employed,Owned,Master's Degree,Divorced,Rural,25-34,27,Full-time,Trekking,True,Diploma,2345136607835
parent#332,OGB/2024/331,Bukola Ogundipe,Female,bukolaogundipe@gmail.com,">#200,001",2,Employed,Rent,Master's Degree,Married,Urban,older,51,Part-time,Trekking,True,None,2341497479920
parent#333,OGB/2024/332,Ngozi Awojobi,Female,ngoziawojobi@gmail.com,"#30,001 - #70,000",2,Unemployed,Rent,Bachelor's Degree,Married,Rural,55-64,19,Part-time,Car,True,Diploma,2343381691296
parent#334,OGB/2024/333,Opeyemi Aiyegbusi,Male,opeyemiaiyegbusi@gmail.com,"<#30,000",0,Self Employed,Rent,High School,Widowed,Urban,35-44,9,Full-time,Trekking,False,Diploma,2349526141003
parent#335,OGB/2024/334,Obinna Kalu,Female,obinnakalu@gmail.com,">#200,001",2,Unemployed,Rent,Associate Degree,Single,Rural,35-44,2,Part-time,Car,True,PhD,2344351119302
parent#336,OGB/2024/335,Tunde Abiola,Female,tundeabiola@gmail.com,"#70, 001 - #120,000",4,Employed,Owned,PhD,Single,Suburban,35-44,29,Part-time,Trekking,False,PhD,2346766462946
parent#337,OGB/2024/336,Chidera Adeyemi,Female,chideraadeyemi@gmail.com,">#200,001",5,Self Employed,Rent,High School,Divorced,Suburban,older,26,Full-time,Bike,True,Masters,2346314702792
parent#338,OGB/2024/337,Bola Okafor,Male,bolaokafor@gmail.com,"<#30,000",3,Self Employed,Rent,Master's Degree,Single,Rural,35-44,45,Full-time,Bike,False,Bachelors,2343270353915
parent#339,OGB/2024/338,Temiloluwa Nduka,Male,temiloluwanduka@gmail.com,">#200,001",4,Employed,Rent,Master's Degree,Single,Urban,35-44,56,Part-time,Car,False,Bachelors,2342750015570
parent#340,OGB/2024/339,Kanyinsola Akanbi,Female,kanyinsolaakanbi@gmail.com,"#120, 001 - #200,000",1,Unemployed,Owned,Bachelor's Degree,Single,Urban,25-34,34,Part-time,Bike,True,Diploma,2341910364493
parent#341,OGB/2024/340,Nkechi Akinyemi,Female,nkechiakinyemi@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,PhD,Widowed,Urban,55-64,54,Full-time,Trekking,True,Masters,2348065803509
parent#342,OGB/2024/341,Fola Suleiman,Male,folasuleiman@gmail.com,"#70, 001 - #120,000",more than 5,Unemployed,Owned,Master's Degree,Single,Suburban,25-34,14,Part-time,Trekking,True,Bachelors,2341533164924
parent#343,OGB/2024/342,Kehinde Balogun,Male,kehindebalogun@gmail.com,"#70, 001 - #120,000",more than 5,Unemployed,Owned,PhD,Married,Urban,45-54,25,Freelance,Car,True,None,2346886522514
parent#344,OGB/2024/343,Obiageli Olatunde,Male,obiageliolatunde@gmail.com,"#30,001 - #70,000",3,Self Employed,Rent,High School,Divorced,Rural,25-34,8,Part-time,Trekking,False,PhD,2349667476679
parent#345,OGB/2024/344,Ihuoma Okwudili,Female,ihuomaokwudili@gmail.com,"#30,001 - #70,000",0,Employed,Rent,Associate Degree,Divorced,Rural,25-34,53,Full-time,Bike,False,Bachelors,2344531566367
parent#346,OGB/2024/345,Funke Ojo,Female,funkeojo@gmail.com,"<#30,000",1,Unemployed,Rent,PhD,Married,Suburban,55-64,40,Full-time,Trekking,False,PhD,2347474231449
parent#347,OGB/2024/346,Tunde Olaniyi,Male,tundeolaniyi@gmail.com,"#120, 001 - #200,000",4,Self Employed,Owned,Associate Degree,Single,Suburban,older,22,Part-time,Car,False,PhD,2346537714388
parent#348,OGB/2024/347,Opeyemi Ibrahim,Female,opeyemiibrahim@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,Bachelor's Degree,Married,Rural,55-64,13,Freelance,Trekking,False,Diploma,2343465687015
parent#349,OGB/2024/348,Chinwe Obi,Male,chinweobi@gmail.com,"<#30,000",5,Employed,Rent,PhD,Single,Suburban,55-64,60,Freelance,Car,False,Bachelors,2345015629493
parent#350,OGB/2024/349,Chinwe Ajibola,Male,chinweajibola@gmail.com,"#70, 001 - #120,000",2,Self Employed,Owned,PhD,Divorced,Rural,55-64,25,Part-time,Trekking,False,PhD,2344467433849
parent#351,OGB/2024/350,Kelechi Balogun,Female,kelechibalogun@gmail.com,"#120, 001 - #200,000",4,Unemployed,Rent,Associate Degree,Married,Rural,55-64,26,Part-time,Car,True,Diploma,2348765601772
parent#352,OGB/2024/351,Chika Fadeyi,Male,chikafadeyi@gmail.com,"<#30,000",5,Self Employed,Owned,PhD,Single,Rural,35-44,56,Part-time,Trekking,False,Bachelors,2348115778131
parent#353,OGB/2024/352,Sadiq Adesina,Male,sadiqadesina@gmail.com,"<#30,000",5,Employed,Rent,Associate Degree,Single,Rural,45-54,26,Full-time,Bike,True,Masters,2348963737643
parent#354,OGB/2024/353,Temitope Nwodo,Male,temitopenwodo@gmail.com,"#120, 001 - #200,000",2,Self Employed,Owned,Associate Degree,Single,Rural,35-44,29,Part-time,Car,False,Bachelors,2347537852544
parent#355,OGB/2024/354,Chinonso Ogunyemi,Male,chinonsoogunyemi@gmail.com,"#30,001 - #70,000",3,Self Employed,Owned,Bachelor's Degree,Widowed,Suburban,25-34,46,Freelance,Car,True,None,2348660206297
parent#356,OGB/2024/355,Olufemi Dada,Male,olufemidada@gmail.com,">#200,001",2,Employed,Owned,High School,Widowed,Urban,45-54,28,Full-time,Bus,True,None,2347782954171
parent#357,OGB/2024/356,Yemi Nwodo,Male,yeminwodo@gmail.com,"#70, 001 - #120,000",3,Self Employed,Rent,High School,Married,Suburban,45-54,28,Part-time,Car,True,None,2343442810769
parent#358,OGB/2024/357,Tunde Abiola,Female,tundeabiola@gmail.com,">#200,001",3,Employed,Rent,Bachelor's Degree,Married,Suburban,35-44,60,Full-time,Trekking,True,Bachelors,2345926034815
parent#359,OGB/2024/358,Kelechi Okafor,Female,kelechiokafor@gmail.com,"#120, 001 - #200,000",3,Unemployed,Rent,Associate Degree,Divorced,Suburban,55-64,24,Full-time,Trekking,False,None,2343428116280
parent#360,OGB/2024/359,Obinna Olaniyi,Male,obinnaolaniyi@gmail.com,"#30,001 - #70,000",3,Employed,Rent,Bachelor's Degree,Married,Rural,45-54,29,Part-time,Bike,False,Masters,2342264470592
parent#361,OGB/2024/360,Chinedu Idowu,Female,chineduidowu@gmail.com,">#200,001",3,Self Employed,Rent,Master's Degree,Single,Urban,55-64,23,Freelance,Bus,True,Diploma,2349106056762
parent#362,OGB/2024/361,Ihuoma Okwudili,Female,ihuomaokwudili@gmail.com,"<#30,000",0,Self Employed,Rent,Master's Degree,Widowed,Rural,25-34,21,Part-time,Trekking,False,Diploma,2344680076755
parent#363,OGB/2024/362,Tunde Balogun,Female,tundebalogun@gmail.com,"#70, 001 - #120,000",4,Employed,Owned,Associate Degree,Married,Rural,35-44,20,Freelance,Car,False,None,2345094342863
parent#364,OGB/2024/363,Damilola Ezeani,Female,damilolaezeani@gmail.com,"<#30,000",0,Employed,Owned,Master's Degree,Widowed,Urban,45-54,42,Part-time,Bike,False,None,2344824838803
parent#365,OGB/2024/364,Amina Okwudili,Male,aminaokwudili@gmail.com,">#200,001",more than 5,Employed,Rent,High School,Married,Rural,55-64,25,Full-time,Bike,False,PhD,2341465380627
parent#366,OGB/2024/365,Zainab Awojobi,Female,zainabawojobi@gmail.com,"<#30,000",3,Unemployed,Rent,Associate Degree,Widowed,Suburban,35-44,8,Full-time,Trekking,True,Bachelors,2346252864882
parent#367,OGB/2024/366,Ifeanyichukwu Nwankwo,Male,ifeanyichukwunwankwo@gmail.com,"#120, 001 - #200,000",0,Unemployed,Owned,Associate Degree,Single,Rural,35-44,46,Freelance,Bus,False,None,2344352342737
parent#368,OGB/2024/367,Ekene Ogunyemi,Male,ekeneogunyemi@gmail.com,"#70, 001 - #120,000",more than 5,Self Employed,Owned,Associate Degree,Married,Urban,45-54,33,Part-time,Trekking,False,Bachelors,2347141264617
parent#369,OGB/2024/368,Chukwuemeka Hassan,Male,chukwuemekahassan@gmail.com,"#30,001 - #70,000",1,Self Employed,Rent,Bachelor's Degree,Single,Urban,25-34,13,Full-time,Car,False,PhD,2345530213482
parent#370,OGB/2024/369,Fola Suleiman,Male,folasuleiman@gmail.com,"#120, 001 - #200,000",4,Employed,Rent,Bachelor's Degree,Widowed,Urban,45-54,15,Part-time,Car,True,Masters,2347691166260
parent#371,OGB/2024/370,Chinwe Abubakar,Female,chinweabubakar@gmail.com,"<#30,000",2,Employed,Rent,High School,Divorced,Urban,55-64,13,Part-time,Bus,False,PhD,2345960690720
parent#372,OGB/2024/371,Chika Adeola,Male,chikaadeola@gmail.com,">#200,001",more than 5,Self Employed,Rent,Associate Degree,Married,Urban,25-34,45,Full-time,Car,True,None,2343749807613
parent#373,OGB/2024/372,Chika Nwosu,Male,chikanwosu@gmail.com,">#200,001",1,Self Employed,Owned,Associate Degree,Widowed,Rural,older,12,Part-time,Trekking,False,Diploma,2344829425048
parent#374,OGB/2024/373,Tobi Ibrahim,Male,tobiibrahim@gmail.com,"<#30,000",4,Unemployed,Rent,Associate Degree,Married,Urban,45-54,36,Freelance,Car,False,PhD,2348052061218
parent#375,OGB/2024/374,Obinna Dada,Female,obinnadada@gmail.com,"#70, 001 - #120,000",4,Unemployed,Owned,Master's Degree,Widowed,Urban,25-34,12,Full-time,Bus,True,Bachelors,2346222280165
parent#376,OGB/2024/375,Chidera Nwankwo,Male,chideranwankwo@gmail.com,"<#30,000",2,Unemployed,Owned,High School,Single,Urban,older,60,Part-time,Trekking,False,Bachelors,2343605890125
parent#377,OGB/2024/376,Amina Olowu,Female,aminaolowu@gmail.com,"<#30,000",1,Employed,Rent,Associate Degree,Widowed,Suburban,25-34,55,Freelance,Bike,True,Bachelors,2349194196378
parent#378,OGB/2024/377,Obiageli Ajibola,Male,obiageliajibola@gmail.com,"#120, 001 - #200,000",4,Unemployed,Owned,Associate Degree,Married,Suburban,older,46,Part-time,Trekking,True,PhD,2343792543023
parent#379,OGB/2024/378,Obinna Okwudili,Female,obinnaokwudili@gmail.com,"<#30,000",4,Self Employed,Rent,PhD,Divorced,Urban,25-34,42,Freelance,Car,True,Masters,2343234278606
parent#380,OGB/2024/379,Ujunwa Nwosu,Female,ujunwanwosu@gmail.com,"#120, 001 - #200,000",4,Employed,Rent,Bachelor's Degree,Widowed,Rural,45-54,50,Freelance,Bike,True,PhD,2343850066815
parent#381,OGB/2024/380,Amina Eze,Male,aminaeze@gmail.com,"#70, 001 - #120,000",2,Employed,Rent,High School,Divorced,Suburban,25-34,39,Part-time,Car,False,Diploma,2345215931523
parent#382,OGB/2024/381,Chukwuemeka Olatunde,Female,chukwuemekaolatunde@gmail.com,"#70, 001 - #120,000",0,Unemployed,Owned,Master's Degree,Widowed,Suburban,35-44,23,Freelance,Trekking,True,Masters,2347159619661
parent#383,OGB/2024/382,Sadiq Okwudili,Male,sadiqokwudili@gmail.com,"#70, 001 - #120,000",more than 5,Unemployed,Rent,Associate Degree,Single,Suburban,25-34,57,Full-time,Bus,True,PhD,2349718525452
parent#384,OGB/2024/383,Yemi Okafor,Male,yemiokafor@gmail.com,"#70, 001 - #120,000",more than 5,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,older,29,Freelance,Trekking,True,PhD,2344367580995
parent#385,OGB/2024/384,Nnamdi Ogunleye,Female,nnamdiogunleye@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,High School,Widowed,Rural,25-34,35,Full-time,Bike,False,Diploma,2348572479459
parent#386,OGB/2024/385,Yemi Adeola,Female,yemiadeola@gmail.com,"<#30,000",1,Unemployed,Rent,Master's Degree,Divorced,Rural,25-34,55,Freelance,Bus,True,Bachelors,2345924662203
parent#387,OGB/2024/386,Oluwaseun Nwosu,Female,oluwaseunnwosu@gmail.com,">#200,001",3,Unemployed,Owned,PhD,Divorced,Suburban,45-54,48,Part-time,Car,False,None,2348133591111
parent#388,OGB/2024/387,Bola Nduka,Male,bolanduka@gmail.com,"#70, 001 - #120,000",5,Unemployed,Rent,Master's Degree,Divorced,Suburban,55-64,50,Part-time,Bike,False,PhD,2347659836199
parent#389,OGB/2024/388,Ifeanyichukwu Abubakar,Male,ifeanyichukwuabubakar@gmail.com,"#120, 001 - #200,000",0,Employed,Owned,Associate Degree,Single,Urban,45-54,26,Freelance,Bike,False,Bachelors,2347755611093
parent#390,OGB/2024/389,Bukola Chukwuma,Male,bukolachukwuma@gmail.com,">#200,001",3,Self Employed,Owned,Master's Degree,Divorced,Suburban,25-34,23,Part-time,Trekking,False,Diploma,2346775517373
parent#391,OGB/2024/390,Olamide Awojobi,Female,olamideawojobi@gmail.com,"<#30,000",more than 5,Employed,Owned,Master's Degree,Divorced,Rural,older,41,Freelance,Car,False,PhD,2343707344826
parent#392,OGB/2024/391,Amina Abubakar,Female,aminaabubakar@gmail.com,"#120, 001 - #200,000",more than 5,Self Employed,Rent,Master's Degree,Divorced,Suburban,older,19,Full-time,Bus,False,PhD,2341930427819
